COUNTY_NAME,fips,TOT_POP,0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,60-69 y/o % of total pop,70-79 y/o % of total pop,80+ y/o % of total pop,% White-alone,% Black-alone,% NA/AI-alone,% Asian-alone,% Hawaiian/PI-alone,% Two or more races,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Unemployment_rate_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,anycondition_prevalence,Obesity_prevalence,Heart disease_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code
Manatee,-0.6343097480180147,6.311248588150734,-0.9294075666672337,-1.1697365129267476,-0.6154292423325174,-0.6146390894279251,-0.4205198490412138,-0.028675525644451375,0.7366179320610341,1.8593672871396778,1.5178860620422736,-0.3316393145486885,0.6723267575445889,-0.13757788287644065,1.5421257203927667,0.38018095747514696,0.03868199169638869,25.141326188881447,2.0069652936231535,-0.8148148148148142,-0.5208333333333334,2.769230769230769,1.870020964360587,2.181034482758621,-0.15476190476190466,-0.4408602150537634,-0.17391304347826073,0.9339622641509435,-0.49333333333333323,-0.2352941176470589,-0.2260869565217393,0.5799904606832125,6.14418931670583,-0.2941176470588236,0.8821621621621624,0.39843749999999944,0.45502645502645495,0.07382550335570429,-0.14285714285714232,-0.4545454545454543,6.837675662772247,6.565089443955946,3.2052955870536706,6.235620481967359,5.323023691082255,5.485699471115544,7.5,-0.21604938271605023,-1.3824884792626735,0.7311827956989241,0.33333333333333326,0.17142857142857132,0.5714285714285715,-0.6666666666666666
Harrison,-0.41173186436892845,0.2444895095321217,0.03187162615545308,0.028691081261492432,-0.3530171192051002,0.36644516598725124,0.47215508519096744,0.7768761032201117,0.0937525793128404,-0.18140926629591864,-0.44621178387228555,0.37715538256544795,-0.1938738441721405,-0.33017053590080986,-0.2850968111824891,-0.10126220826612689,-0.45063573254580575,1.2806430006697924,-0.08214242824546655,-0.03703703703703689,0.2916666666666667,0.0769230769230769,0.8721174004192872,0.8534482758620691,-0.13095238095238093,0.6021505376344085,0.13043478260869593,-0.18867924528301885,-0.6399999999999999,-0.6218487394957986,-0.5826086956521741,0.6320948668607425,0.3120432216404241,-0.23529411764705882,0.9210810810810816,-0.2734374999999999,-0.30423280423280435,-0.3087248322147646,-0.4285714285714282,-0.36363636363636376,0.2397698458333302,-0.05412490119844872,0.24852499286043822,0.10145712622977768,0.29159559391160284,0.17322376305322104,0.3333333333333333,0.17901234567901178,0.3317972350230424,-0.258064516129032,0.30303030303030304,-0.057142857142857446,-0.4285714285714285,-1.0
McCreary,-0.296869765883798,-0.14812437964198924,0.043584258744975526,-0.23705097518086218,0.407438858865056,1.1665249904885526,1.3457928311695235,-0.1132281974423071,-0.7238367308839511,-0.19979114797887612,-0.8911912070111847,0.017149285090753467,0.31574522647293934,0.11467697658122045,-0.3600290328281068,-0.03847369659218805,-0.19967216804115248,-0.09645010046885466,0.6263960610063648,0.29629629629629645,0.3125,-0.23076923076923078,-0.20964360587002095,-0.29310344827586204,1.5833333333333335,0.8817204301075268,-0.8405797101449274,-1.1792452830188676,2.6133333333333337,1.6218487394957983,1.7130434782608697,-1.3645828193615237,-0.2621977168020427,1.411764705882353,-1.1805405405405405,-0.271484375,-0.23544973544973571,-0.4093959731543619,0.8571428571428577,0.9999999999999992,-0.05764729599205762,-0.13107153683225775,-0.10595033136716299,-0.15026865464588268,-0.18472600144573595,-0.12503512703275654,0.0,2.092592592592591,1.4930875576036877,1.935483870967741,2.393939393939394,1.8000000000000003,1.4285714285714297,0.3333333333333333
Bear Lake,-0.488182528752745,-0.342497518567957,1.1519253372576257,0.9831317415051941,-0.826803210896832,-0.1670943994518127,-0.6288586482497173,-1.159750786707052,0.22213192457787845,0.3748482299306011,0.2681994408769374,0.3605586485945632,-0.22698082944961928,0.30204079023286606,-0.19251077899102437,0.2545235568218032,-0.5866713942729759,-0.0053583389149363695,-0.2886994115527801,0.9629629629629625,0.5,-0.07692307692307694,0.025157232704402514,-0.02586206896551724,-0.7023809523809524,0.46236559139784894,0.5797101449275366,0.08490566037735868,-0.45333333333333337,-0.4789915966386556,-0.4521739130434784,0.19795727043963093,-0.3295095009898792,-0.5882352941176472,0.4237837837837843,-1.01953125,-1.108465608465609,-0.677852348993288,-0.9285714285714282,-0.9090909090909086,-0.3445236797681315,-0.23600450716214127,-0.33855933318230136,-0.3460003043392712,-0.34390043303615575,-0.346904305241853,0.0,-0.6975308641975314,-0.6635944700460829,-0.08602150537634375,-0.30303030303030304,-0.20000000000000032,0.0,0.3333333333333333
Coosa,-1.045371645513083,-0.2626638600814594,-1.364221849693923,-1.5926760311234152,-0.3464459350395642,-1.0205413124032985,0.7286868526491227,1.627303599487883,1.170112489630432,1.0190160207500127,0.36903618408623534,-1.5742963407052268,2.907246344658708,-0.04194036943771552,-0.6008994673298584,1.24681845960917,-0.43054027513024323,-0.16878767582049564,-0.18446018974420558,-0.9999999999999993,-0.75,0.6923076923076923,-0.13417190775681342,-0.11206896551724138,0.9880952380952381,0.4408602150537634,-0.17391304347826073,-0.7358490566037734,0.6399999999999999,0.8403361344537816,1.0173913043478262,-0.5492014933964902,-0.2724850593002387,0.1764705882352943,-0.09081081081081056,-0.5410156250000001,-0.7089947089947096,-0.5234899328859056,0.35714285714285704,0.36363636363636376,-0.2435281520694066,-0.29483178754340417,-0.2778920359729343,-0.2330004800754965,-0.3094008997662002,-0.24773426524549244,0.0,1.2407407407407403,1.03225806451613,1.1612903225806444,0.9393939393939393,1.6571428571428573,1.285714285714286,0.0
Hamilton,-0.33677001526035655,-0.40141869459561214,2.212044242791054,0.9097558709845567,0.22031220459973036,0.7518042653933914,-0.27575714412170377,-0.7375984174204198,-0.9609904646886275,-0.7918553711623506,-0.9522518464525473,0.10828773844531533,0.000403570452041737,1.4622091919399298,-0.5487251397961334,1.9695607260789072,0.15513786248354428,-0.09109176155391828,-0.303590728954005,1.0,1.2291666666666667,2.3076923076923075,-1.2075471698113207,-1.0344827586206897,1.2261904761904763,0.06451612903225819,-0.9275362318840574,-0.11320754716981124,0.0,-0.04201680672268908,0.026086956521739195,0.051841252610976794,-0.37384128628786056,-1.1176470588235294,0.06918918918918955,-0.3359375000000002,-0.44973544973544993,0.10067114093959728,-0.2142857142857141,-0.18181818181818188,-0.37310975619445785,-0.321086813986283,-0.3667221192462545,-0.35409225485174284,-0.40338831412503584,-0.36214200017227227,0.0,0.2901234567901227,0.8110599078341015,-0.3440860215053761,-0.15151515151515152,0.05714285714285694,-0.2857142857142854,0.3333333333333333
McCracken,-0.2969442066475602,0.6722541670944998,0.21325976222575835,-0.3529106464291162,-0.1353860925315333,0.21547078648510673,0.2930819660804707,-0.24574753186932638,0.14092527624981208,0.1338446646549795,0.22752484859959232,-0.3845270291437479,0.8573277930619563,-0.2668927455517073,0.26460451086251924,-0.0480447698684701,0.4557596229830169,-0.19290020093770932,0.26804371322204873,0.4074074074074071,-0.2708333333333333,-0.15384615384615385,0.025157232704402514,-0.04310344827586207,-0.22619047619047628,-0.4731182795698921,0.63768115942029,0.4905660377358493,0.07999999999999995,0.13445378151260487,0.13043478260869568,-0.11980066117333596,0.6530057172461006,1.0,0.44972972972972997,-0.271484375,-0.23544973544973571,-0.4093959731543619,0.8571428571428577,0.9999999999999992,0.9393081836746626,0.5180912181746732,0.9262118443991194,0.5025674585910845,0.5837278922748476,0.6304645167253117,4.833333333333333,0.549382716049382,0.3870967741935489,0.516129032258064,0.6363636363636362,0.7142857142857143,0.14285714285714304,0.0
Hardin,0.7100160047642089,0.5329688195228806,0.6629929235697483,0.3464634921869534,-0.028352033987508685,0.6213681466388176,0.30871373940936586,-0.2361677978203535,-0.3288474707248649,-0.3183776708194931,-0.43720385646057436,0.0211183788822489,0.3107467782368291,-0.02672833230232205,-0.049965574827855415,-0.38119341154796255,-0.344767851602713,0.072337575351641,-0.10616068211841,0.5185185185185185,0.3958333333333333,-0.23076923076923078,-0.1090146750524109,-0.1810344827586207,0.0,0.5268817204301072,0.36231884057971053,-0.3867924528301884,-0.22666666666666657,-0.2521008403361345,-0.2434782608695653,0.666962714429039,0.5079097822265806,0.7647058823529415,0.5794594594594598,-0.3906249999999999,-0.6243386243386244,-0.838926174496644,-0.6428571428571423,-0.9999999999999992,0.20529740255827095,0.3478950526398683,0.47438567328325876,0.2795906671661389,0.2584744541534927,0.3375973265210065,0.0,-0.16666666666666768,0.018433179723502575,-0.17204301075268824,-0.12121212121212133,-0.25714285714285723,-0.4285714285714285,-0.6666666666666666
Oceana,-0.11151226411582983,0.009609131669918199,0.11779564271768894,0.15537097380646228,-0.30832634996285363,-0.49621828361996584,-0.5871642683833147,0.4614983623890283,0.52924864865725,0.4440285234464373,-0.02124774580431166,0.24318022560172156,-0.13763438704627387,1.0164457959160338,-0.40521638484845834,-0.22602034348671185,-0.10232536296407158,0.391158740790355,-0.15804011048396782,0.07407407407407444,0.14583333333333334,0.8461538461538461,0.3354297693920335,0.3879310344827586,0.23809523809523814,0.0967741935483869,0.144927536231884,-0.056603773584905454,0.1866666666666667,0.2689075630252101,0.2173913043478261,-0.026117991480403283,0.02651396007178937,1.2941176470588236,0.07783783783783833,0.8242187499999996,0.6931216931216931,0.5771812080536907,0.5714285714285718,0.18181818181818188,-0.046790378564189807,0.25156997293750866,-0.1293177319080982,0.22120111134144224,0.14102746539000086,0.19050503271195574,0.0,0.3148148148148144,0.5898617511520746,0.6881720430107522,0.7272727272727274,0.25714285714285673,0.5714285714285715,0.3333333333333333
Natrona,1.0013027133658392,0.9078875312318171,0.6475425709823535,0.13483576675050882,0.41101905759964025,1.477064720873358,0.023124197928483102,-0.736936488915174,-0.27338111797048964,-0.8103611039896483,-0.47510474288560595,0.1704391369098459,-0.1289770667157736,0.868417227563019,0.09198089530547343,0.4399277235595761,0.48631232937356955,-1.2377762893503015,0.512549537648613,0.48148148148148157,0.5416666666666667,0.5384615384615385,-0.779874213836478,-0.793103448275862,-0.5476190476190477,-0.5913978494623653,1.4637681159420282,0.3113207547169812,-0.5599999999999999,-0.5966386554621851,-0.6000000000000001,0.9172875446127531,1.0109534294225397,0.41176470588235287,0.726486486486487,-0.7207031249999999,-0.6322751322751327,-0.18791946308724805,2.4999999999999996,3.545454545454544,0.8207822775927476,0.9862121516283312,3.158029938528748,0.1696078110804921,1.4773438571710407,0.4132043690812064,1.1666666666666667,-0.7098765432098773,-0.8663594470046087,-0.9032258064516123,-0.5454545454545457,-0.8571428571428571,-1.0,-0.3333333333333333
